client,site,user,asset_id,Title,device_class,netbios_name,manufacturer,model,service_tag_serial_number,type,asset_id,asset_status,lan_ip,local_admin_username,local_admin_password,local_username,local_password,teamviewer_id,teamviewer_password,ex05_licence,ex05_recovery_key,vpn_server,vpn_domain,bios_password,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,av_installed,AV_Profile_Desktops,patch_installed,3rd_Party_Patching,patch_profile_desktops,msp_backup_schedule,local_speed_vault_unc,days,cpu,storage,ram,os_version,purchase_order_no,purchase_date,warranty_description,warranty_reference,purchase_price,purchase_supplier,warranty_expiry,warrranty_registration,wan_ip,local_speed_vault,guru_backup_schedule,guru_backup_manager,guru_patch_manager,guru_security_manager,guru_remote,agent_type,guru_agent,net_extender_domain,net_extender_vpn_url,cgss_expiry,cgss_subscription,username,admin_url,tpm_chip,_wp_old_slug,archiving,file_and_folder,system_state,exchange,ms_sql,netork_shares,date_purchased,hyper_v,vmware,vdr_select,serial_no,serial_number,asset_date_purchased,password,ex05_license,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,mac_address,screen_saver_password,asset_domain,account_type,encryption_delopyed,ex05_pin,boot_Sectory_lock_password_exo5,server_type,filewault_recovery_key,nmc_license_type,pro_license,el_3rd_party_patching,av_full_scan,ex05_recovery_pin,patch_profile_desktop,ssh_username,whm_admin,ssh_port,ssh_password,av_profile_laptop,patch_profile_laptop,server_purpose,in_a_cluser,ns1,ns2,ns3,ns4,host_name,backup_source,unique_id,_wp_page_template,in_a_cluster,av_profile_laptops,patch_profile_Laptops,filevault_recovery_key
1336,1374,1858,2476,"workstation-windows for 1336 with Asset ID: 271",workstation-windows,DMSWIN10-003,,,,,271,Live,,,,,,559854446,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-17,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,118,default,,,,
1336,1374,1848,2477,"workstation-windows for 1336 with Asset ID: 216",workstation-windows,DMSWIN10-006,,,,,216,Live,,,,,,558907122,,,N/A,88.98.46.138,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-216,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,119,default,,,,
1336,1374,1849,2478,"workstation-windows for 1336 with Asset ID: 218",workstation-windows,DMSWIN10-007,,,,,218,NoO,,,,,,558225119,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-218,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,120,default,,,,
1336,1374,4307,2479,"workstation-windows for 1336 with Asset ID: 309",workstation-windows,DMSWIN10-008,Dell,,,,309,Live,,,,,,560045783,,,,88.98.46.138,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-18,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,121,default,,,,
1336,1374,1878,2480,"laptop-windows for 1336 with Asset ID: 206",laptop-windows,DMSWIN10-012,,,,,206,Live,,ss_admin,Jester01,,,755508909,Jester01,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-206,,,,,,,,,,,,,,,,,No,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,122,default,,,,
1336,1374,1851,2481,"laptop-windows for 1336 with Asset ID: 201",laptop-windows,DMSWIN10-013,,,,,201,Live,,sslocal,@dms01#l,,,436465759,@dms01#t,,,88.98.46.138,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-201,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,123,default,,,,
1336,1374,1852,2482,"laptop-windows for 1336 with Asset ID: 214",laptop-windows,DMSWIN10-014,,,,,214,Live,,sslocal,@dms01#l,,,457452085,@dms01#t,,,88.98.46.138,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-8,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,124,default,,,,
1336,1374,1853,2483,"laptop-windows for 1336 with Asset ID: 211",laptop-windows,DMSWIN10-015,,,,,211,Live,,sslocal,@Jester01#ld,,,559667126,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,laptop-windows-with-asset-id-9,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,125,default,,,,
1336,1374,1870,2484,"laptop-windows for 1336 with Asset ID: 269",laptop-windows,DMSWIN7-0022,,,,,269,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-10,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,default,,,,
1336,1374,1879,2485,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN7-0024,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-19,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,default,,,,
1336,1374,1879,2486,"workstation-windows for 1336 with Asset ID: 307",workstation-windows,DMSWIN7-0026,,,,,307,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-20,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,default,,,,
1336,1374,1879,2487,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN7-0027,,,,,,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-21,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,default,,,,
1336,1374,1879,2488,"workstation-windows for 1336 with Asset ID: 305",workstation-windows,DMSWIN7-0029,,,,,305,Noo,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-22,,,,,,,,,,,,,,,,"Left 08/07/14",no,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,130,default,,,,
1336,1374,1879,2489,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN7-0031,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-23,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,default,,,,
1336,1374,1879,2490,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN7-0033,,,,,,tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-24,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,default,,,,
1336,1374,1879,2491,"workstation-windows for 1336 with Asset ID: 205",workstation-windows,DMSWIN8-0010,,,,,205,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-205,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,133,default,,,,
1336,1374,1879,2492,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN8-0012,,,,,,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-25,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,134,default,,,,
1336,1374,1849,2493,"workstation-windows for 1336 with Asset ID: 215",workstation-windows,DMSWIN8-0013,,,,,215,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-215,,,,,,,,,,,,,,,,No,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,135,default,,,,
1336,1374,1851,2494,"workstation-windows for 1336 with Asset ID: 217",workstation-windows,DMSWIN8-0014,,,,,217,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-26,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,136,default,,,,
1336,1374,1857,2495,"workstation-windows for 1336 with Asset ID: 222",workstation-windows,DMSWIN8-0015,,,,,222,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-27,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,137,default,,,,
1336,1374,1879,2496,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN8-0016,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-28,,,,,,,,,,,,,,,,"Started 11/07/16",yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,138,default,,,,
1336,1374,1879,2497,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN8-0042,,,,,,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-29,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,default,,,,
1336,1374,1879,2498,"workstation-windows for 1336 with Asset ID: 204",workstation-windows,DMSWIN8-0018,,,,,204,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-204,,,,,,,,,,,,,,,,"Need to delete office 365 account, No longer works here",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,default,,,,
1336,1374,1879,2499,"workstation-windows for 1336 with Asset ID: 200",workstation-windows,DMSWIN8-0019,,,,,200,Live,192.168.1.113,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-200,,,,,,,,,,,,,,,,"left 02/06/16",yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,141,default,,,,
34,1247,4641,2500,"workstation-windows for 34 with Asset ID:",workstation-windows,WASWIN10-004,HP,"HP Pro",,,,Live,,sslocal,@Was01#l,,,,,,,,,,"10:00 am","11:00 am","12:00 pm","4:00 pm",,,,,,,,,"Intel Pentium CPU G645 @ 2.90GHz","256GB SSD","8GB DDR3","Windows 10 Pro",,,,,,,,,,,,,,,,Pro,,,,,,,,1.2,workstation-windows-with-asset-id-207,,,,,,,,,,,,,,,,,Yes,,,,,,ss.local,"Local Active Directory",,,,,,,,,,,,,,,,,,,,,,,,,,142,default,,,,
1336,1374,1879,2501,"workstation-windows for 1336 with Asset ID: 219",workstation-windows,DMSWIN8-0020,,,,,219,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-219,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,143,default,,,,
1336,1374,1858,2502,"workstation-windows for 1336 with Asset ID: 202",workstation-windows,DMSWIN8-0021,,,,,202,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-202,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,144,default,,,,
1336,1374,1859,2503,"workstation-windows for 1336 with Asset ID: 197",workstation-windows,DMSWIN8-0023,,,,,197,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-197,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,145,default,,,,
1336,1374,1879,2504,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN8-0025,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-30,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,default,,,,
1336,1374,1860,2505,"workstation-windows for 1336 with Asset ID: 220",workstation-windows,DMSWIN8-0026,,,,,220,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-31,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,default,,,,
1336,1374,1861,2506,"workstation-windows for 1336 with Asset ID: 203",workstation-windows,DMSWIN8-0027,,,,,203,Live,,,,,,357925829,@Jester01#t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-203,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,148,default,,,,
1336,1374,1863,2507,"workstation-windows for 1336 with Asset ID: 208",workstation-windows,DMSWIN8-003,,,,,208,Live,,_,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-208,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,149,default,,,,
1336,1374,1879,2508,"workstation-windows for 1336 with Asset ID:",workstation-windows,DMSWIN8-0035,,,,,,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-32,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,150,default,,,,
1336,1374,1864,2509,"workstation-windows for 1336 with Asset ID: 198",workstation-windows,DMSWIN8-004,,,,,198,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-198,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,151,default,,,,
1336,1374,1879,2510,"workstation-windows for 1336 with Asset ID: 209",workstation-windows,DMSWIN8-0040,,,,,209,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-209,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,152,default,,,,
1336,1374,1879,2511,"workstation-windows for 1336 with Asset ID: 213",workstation-windows,DMSWIN8-0041,,,,,213,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-33,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,153,default,,,,
1336,1374,1854,2512,"workstation-windows for 1336 with Asset ID: 268",workstation-windows,DMSWIN8-0017,,,,,268,Live,,,,,,282874378,@Jester01#t,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-34,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,154,default,,,,
1336,1374,1870,2513,"workstation-windows for 1336 with Asset ID: 237",workstation-windows,DMSWIN8-0043,,,,,237,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-35,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,155,default,,,,
1336,1374,4627,2514,"workstation-windows for 1336 with Asset ID: 212",workstation-windows,DMSWIN8-006,,,,,212,Live,,sslocal,@Dms01#l,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pro,,,,,,,,,workstation-windows-with-asset-id-36,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,156,default,,,,
1336,1374,1879,2515,"workstation-windows for 1336 with Asset ID: 221",workstation-windows,DMSWIN8-007,,,,,221,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-37,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,157,default,,,,
1336,1374,1866,2516,"workstation-windows for 1336 with Asset ID: 210",workstation-windows,DMSWIN8-008,,,,,210,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-210,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,158,default,,,,
1336,1374,1879,2517,"workstation-windows for 1336 with Asset ID: 238",workstation-windows,DMSWIN8-045,,,,,238,Noo,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-238,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,default,,,,
1336,1374,1867,2518,"workstation-windows for 1336 with Asset ID: 239",workstation-windows,DMSWIN8-009B,,,,,239,Live,,sslocal,@Dms01#l,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-239,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,160,default,,,,
1336,1374,1879,2519,"printer for 1336 with Asset ID:",printer,IRA5240-B1,,,,,,Noo,192.168.1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-3,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,default,,,,
1336,1374,1879,2520,"laptop-windows for 1336 with Asset ID: 306",laptop-windows,NICK-LAPTOP,,,,,306,Noo,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-11,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,162,default,,,,
1336,1374,1879,2521,"printer for 1336 with Asset ID:",printer,npi70a12a,,,,,,Noo,192.168.1.96,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-4,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,default,,,,
1336,1374,1879,2522,"printer for 1336 with Asset ID:",printer,RNP00267384DF7F,,,,,,Noo,192.168.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-5,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,default,,,,
1336,1374,1879,2523,"printer for 1336 with Asset ID:",printer,RNP0026738B084E,,,,,,Noo,192.168.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-6,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,default,,,,
1336,1374,1879,2524,"printer for 1336 with Asset ID:",printer,RNP002673A23560,,,,,,Noo,192.168.1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-7,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,default,,,,
1336,1374,1879,2525,"printer for 1336 with Asset ID:",printer,RNP002673AB78ED,,,,,,Live,192.168.1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-8,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,default,,,,
1336,1374,1879,2526,"printer for 1336 with Asset ID:",printer,RNP332039,,,,,,Noo,192.168.1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-9,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,default,,,,
1336,1374,1879,2527,"workstation-windows for 1336 with Asset ID:",workstation-windows,SSTEMPBACKUP,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-38,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,default,,,,
1336,1374,1879,2528,"server for 1336 with Asset ID:",server,TDMGSQL1,,,,,,Live,192.168.1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-26,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,default,,,,
1336,1374,1879,2529,"server for 1336 with Asset ID:",server,TDMGTS2,,,,,,Live,192.168.1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-27,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,default,,,,
1336,1374,1879,2530,"access-point for 1336 with Asset ID:",access-point,,Openmesh,,,,,Live,,,,"SSID = DMSGUEST
 SSID = DMSAGENCY
 SSID = DMSMOBILE","dm5gu35t
 dmsagency4175
 dm54g3ncy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-7,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,default,,,,
1336,1374,1879,2531,"access-point for 1336 with Asset ID:",access-point,,Openmesh,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-8,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,default,,,,
1336,1374,1879,2532,"access-point for 1336 with Asset ID:",access-point,,Openmesh,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-9,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,default,,,,
1336,1374,1879,2533,"printer for 1336 with Asset ID:",printer,,,,,,,,,,,admin,[BLANK],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,default,,,,
1336,1374,1879,2534,"printer for 1336 with Asset ID:",printer,,,,,,,Live,192.168.1.31,,,admin,Fiery.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-11,,,,,,,,,,,,,,,,"printer installed on .3",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,default,,,,
1336,1374,1879,2535,"firewall for 1336 with Asset ID:",firewall,C0EAE48A3C30,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firewall-with-asset-id-4,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,default,,,,
1336,1374,1861,2536,"laptop-windows for 1336 with Asset ID: 272",laptop-windows,DMSWIN10-017,,,5PRC7H2,,272,Live,,sslocal,@Dms01#l,,,140604678,@Dms01#t,,,88.98.46.138,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-272,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,178,default,,,,
1336,1374,1866,2537,"laptop-windows for 1336 with Asset ID: 270",laptop-windows,DMSWIN10-018,,,79N48H2,,270,Live,,sslocal,@Dms01#l,,,140436758,@Dms01#t,,,88.98.46.139,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-12,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,179,default,,,,
1336,1374,1879,2538,"workstation-mac for 1336 with Asset ID:",workstation-mac,,,,,,,Live,192.168.1.23,,,DMprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-mac-with-asset-id,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,default,,,,
