client,site,user,ID,device_class,Title,netbios_name,manufacturer,model,service_tag_serial_number,tpm_chip,lan_ip,admin_url,username,teamviewer_id,ex05_licence,ex05_recovery_key,cgss_subscription,cgss_expiry,net_extender_vpn_url,net_extender_domain,wan_ip,guru_agent,agent_type,guru_remote,guru_security_manager,guru_patch_manager,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,guru_backup_manager,msp_backup_schedule,local_speed_vault,local_speed_vault_unc,days,archiving,file_and_folder,system_state,exchange,asset_status,ms_sql,network_shares,date_purchased,hyper_v,vmware,vdr_select,asset_id,_wp_page_template,serial_no,serial_number,cpu,storage,ram,asset_date_purchased,local_admin_password,os_version,password,ex05_license,tpn_chip,local_password,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,vpn_domain,vpn_server,mac_address,teamviewer_password,warranty_expiry_date,purchase_order_no,local_username,bios_password,screen_saver_password,asset_domain,account_type,encryption_deployed,ex05_pin,boot_sector_lock_password_exo5,local_admin_username,purchase_price,purchase_supplier,server_type,filevault_recovery_key,nmc_license_type,pro_license,3rd_Party_Patching,patch_installed,3rd_Party_Profile,av_installed,AV_Profile_Desktops,av_full_scan,ex05_recovery_pin,patch_profile_desktops,ssh_username,whm_admin,ssh_port,ssh_password,purchase_date,av_profile_laptops,patch_profile_Laptops,server_purpose,in_a_cluster,ns1,ns3,ns2,ns4,host_name,backup_source,warranty_description,warranty_expiry
1336,1374,1851,2494,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1857,2495,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2496,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,"Started 11/07/16",yes,,,,,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2497,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0042,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2498,workstation-windows,"workstation-windows with Asset ID: 204",DMSWIN8-0018,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,"Need to delete office 365 account, No longer works here",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2499,workstation-windows,"workstation-windows with Asset ID: 200",DMSWIN8-0019,,,,,192.168.1.113,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,"left 02/06/16",yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1247,4641,2500,workstation-windows,"workstation-windows with Asset ID: 207",WASWIN10-004,HP,"HP Pro",,,,,,,,,,,,,,,Pro,,,,"10 AM","11 AM","12 PM","4 PM",,,,,,,,,,Live,,,,,,,,default,,,"Intel Pentium CPU G645 @ 2.90GHz	","256GB SSD","8GB DDR3",,@Was01#l,"Windows 10 Pro",,,1.2,,,Yes,,,,ss.local,,,,,,,,,ss.local,"Local Active Directory",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2501,workstation-windows,"workstation-windows with Asset ID: 219",DMSWIN8-0020,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1858,2502,workstation-windows,"workstation-windows with Asset ID: 202",DMSWIN8-0021,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1859,2503,workstation-windows,"workstation-windows with Asset ID: 197",DMSWIN8-0023,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2504,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0025,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1860,2505,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0026,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1861,2506,workstation-windows,"workstation-windows with Asset ID: 203",DMSWIN8-0027,,,,,,,,357925829,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,@Jester01#t,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1863,2507,workstation-windows,"workstation-windows with Asset ID: 208",DMSWIN8-003,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2508,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1864,2509,workstation-windows,"workstation-windows with Asset ID: 198",DMSWIN8-004,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2510,workstation-windows,"workstation-windows with Asset ID: 209",DMSWIN8-0040,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2511,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1854,2512,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0017,,,,,,,,282874378,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,@Jester01#t,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1870,2513,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,4627,2514,workstation-windows,"workstation-windows with Asset ID:0212",DMSWIN8-006,,,,,,,,,,,,,,,,,Pro,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Dms01#l,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2515,workstation-windows,"workstation-windows with Asset ID:",DMSWIN8-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1866,2516,workstation-windows,"workstation-windows with Asset ID: 210",DMSWIN8-008,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2517,workstation-windows,"workstation-windows with Asset ID: 238",DMSWIN8-045,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1867,2518,workstation-windows,"workstation-windows with Asset ID: 239",DMSWIN8-009B,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Dms01#l,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2519,printer,"printer with Asset ID:",IRA5240-B1,,,,,192.168.1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2520,laptop-windows,"laptop-windows with Asset ID:",NICK-LAPTOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,INTERNAL,88.98.46.138,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2521,printer,"printer with Asset ID:",npi70a12a,,,,,192.168.1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,INTERNAL,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2522,printer,"printer with Asset ID:",RNP00267384DF7F,,,,,192.168.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2523,printer,"printer with Asset ID:",RNP0026738B084E,,,,,192.168.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2524,printer,"printer with Asset ID:",RNP002673A23560,,,,,192.168.1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2525,printer,"printer with Asset ID:",RNP002673AB78ED,,,,,192.168.1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2526,printer,"printer with Asset ID:",RNP332039,,,,,192.168.1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2527,workstation-windows,"workstation-windows with Asset ID:",SSTEMPBACKUP,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2528,server,"server with Asset ID:",TDMGSQL1,,,,,192.168.1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2529,server,"server with Asset ID:",TDMGTS2,,,,,192.168.1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2530,access-point,"access-point with Asset ID:",,Openmesh,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,"dm5gu35t
 dmsagency4175
 dm54g3ncy",,N/A,,,,,,,,,,"SSID = DMSGUEST
 SSID = DMSAGENCY
 SSID = DMSMOBILE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2531,access-point,"access-point with Asset ID:",,Openmesh,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2532,access-point,"access-point with Asset ID:",,Openmesh,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2533,printer,"printer with Asset ID:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,[BLANK],,,,,,,,,,,,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2534,printer,"printer with Asset ID:",,,,,,192.168.1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,Fiery.1,"printer installed on .3",yes,,,,,,,,,,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2535,firewall,"firewall with Asset ID:",C0EAE48A3C30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1861,2536,laptop-windows,"laptop-windows with Asset ID: 272",DMSWIN10-017,,,5PRC7H2,,,,,140604678,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Dms01#l,"Windows 10 Pro",,,,,,Yes,,,,INTERNAL,88.98.46.138,,@Dms01#t,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1866,2537,laptop-windows,"laptop-windows with Asset ID:",DMSWIN10-018,,,79N48H2,,,,,140436758,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Dms01#l,"Windows 10 Pro",,,,,,Yes,,,,INTERNAL,88.98.46.139,,@Dms01#t,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2538,workstation-mac,"workstation-mac with Asset ID:",,,,,,192.168.1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,DMprint,,No,,,,,,,,,,DMprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1374,1879,2539,storage,"storage with Asset ID:",,Synology,,,,192.168.66.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,Qweb3#c1352$,,,,,,,,,,,,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,1364,1886,2540,workstation-windows,"workstation-windows with Asset ID:",FBSWIN10-001,,,,,,,,224025516,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Jester01,"Windows 10 Pro",,,,F1scal2017,,Yes,,,,,,,Jester01,,,"Alison Wiltshire",,,Local,"Local Device Account",,,,ss_admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,1364,1886,2541,laptop-windows,"laptop-windows with Asset ID:",ALI-PC,,,,,,,,288885264,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,"Windows 10 Pro",,,,19Charlie26,,Yes,,,,,,,Jester01,,,Ali,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,1377,1888,2542,laptop-windows,"laptop-windows with Asset ID:",ALYSON-PC,,,,,192.168.1.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,1377,1888,2543,laptop-windows,"laptop-windows with Asset ID:",ALYSON-PC1DELL,,,,,192.168.1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,1379,1892,2544,workstation-windows,"workstation-windows with Asset ID:",KUBEWIN10-002,DELL,"	OptiPlex 780","	G3SLN4J",,192.168.86.66,,,,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",,,,,,,,,,Live,,,,,,,0417,default,,00326-03507-33363-AAOEM,,,,,Y,"Microsoft Windows 10 Home",,,,Friday2016,,Y,"12:00 DAILY",,,,,,,,,"Kube Medical",,,Local,"Local Device Account",,,,,,,,,,Pro,YES,YES,"	All Clients Patchprofile Servers/Workstations",YES,"	All Clients Workstations Normal Protection",,,,,,,,,,,,,,,,,,,,
1326,1379,1891,2545,workstation-windows,"workstation-windows with Asset ID:",KUBEWIN10-003,DELL,"	OptiPlex 9010","	DVVBHY1",,192.168.66.40,,,491724061,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",,,,,,,,,,Live,,,,,,,0416,default,,"	00371-OEM-8992671-00524",,,,,@Jester01,"Microsoft Windows 7 Professional",,,,Thursday17,,Y,"12:00 DAILY",,,,,,@Jester01,,,user,,,,,,,,ssadmin,,,,,,Pro,"TO INSTALL",,"	All Clients Patchprofile Servers/Workstations",YES,"	All Clients Workstations Normal Protection",,,,,,,,,,,,,,,,,,,,
1326,1379,1893,2546,printer,"printer with Asset ID:",,,,,,172.18.147.25,,,,NA,NA,,,,,,,,,,,,,,,,NA,,NA,NA,,,,,Live,,,,,,,,default,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,NA,,None,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,
1326,1379,1892,2547,workstation-windows,"workstation-windows with Asset ID:",KUBEWIN10-004,DELL,"	OptiPlex 3020","	5Z9RV02",,192.168.66.112,,,863997055,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",,,,,,,,,,Live,,,,,,,0418,default,,"	 	00330-80000-00000-AA503",,,,,@Kube01#l,"Microsoft Windows 10 Pro",,,,Mars4913,,Y,"12:00 DAILY",,,,,,@Kube01#t,,,"Kube Medical",,,Local,"Local Device Account",,,,sslocal,,,,,,Pro,"TO INSTALL",YES,"	All Clients Patchprofile Servers/Workstations",YES,"	All Clients Workstations Normal Protection",,,,,,,,,,,,,,,,,,,,
1356,1393,1894,2548,workstation-windows,"workstation-windows with Asset ID:",LBEWIN10-001,,,,,,,,281143718,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Jester01,"Windows 10 Pro",,,,RoseMarie1993,,Yes,,,,,,,Jester01,,,Michael,,,Local,"Local Device Account",,,,ss_admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,1393,1895,2549,workstation-windows,"workstation-windows with Asset ID:",LBEWIN10-005,,,,,,,,805403547,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,LBE1234,,Yes,,,,,,,@Lbe01#t,,,"Chris Birkett",,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1362,1901,2550,laptop-windows,"laptop-windows with Asset ID:",MYNE-WIN10-001,,,,,192.168.0.188,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,batman67,,yes,,,,,,,,,,Jon,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1362,1900,2551,workstation-windows,"workstation-windows with Asset ID:",MYNE-WIN10-002,,,,,192.168.66.34,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,"Windows 10 Pro",,,,Ebeneezer67,,yes,,,,,,,,,,Sara,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1362,1899,2552,workstation-windows,"workstation-windows with Asset ID:",MYNE-WIN10-003,,,,,192.168.66.32,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,Batman67,,yes,,,,,,,,,,Shelley,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1362,1901,2553,storage,"storage with Asset ID:",,QNAP,,,,192.168.0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,Batman67,,no,,,,,,,,,,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1362,1901,2554,router,"router with Asset ID:",,,,,,192.168.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,tbc,"dont think this circuit is used for anything, legacy VOIP line. has wifi",no,,,,,,,,,,tbc,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1362,1901,2555,router,"router with Asset ID:",,,,,,192.168.1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,@Jester01#a,,no,,,,,,,,,,admin,,,Local,"Local Device Account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1362,1901,2556,storage,"storage with Asset ID:",QNAPNAS,QNAP,,,,192.168.1.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,,,,,,Batman67,,,,,,,,,,,,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,1362,1899,2557,laptop-windows,"laptop-windows with Asset ID: 394",MYNEWIN10-004,,,,,,,,822776647,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,@Myne01#l,"Windows 10 Pro",,,,Robin92,,,,,,,,,@Myne01#t,,,Jon,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1382,1902,2558,workstation-windows,"workstation-windows with Asset ID:",ADMIN2-HP,,,,,,,,913573006,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Yes,,,,,,,Yes,,,,,,,Jester01,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1382,1903,2559,laptop-windows,"laptop-windows with Asset ID:",JAMES-HP,,,,,,,,921240017,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Yes,,,,,,,Yes,,,,,,,Jester01,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1382,1904,2560,workstation-windows,"workstation-windows with Asset ID:",CCMANAGER-HP,,,,,,,,915287462,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Yes,,,,,ARBRds22,,Yes,,,,,,,Jester01,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1382,1902,2561,server,"server with Asset ID:",NEXUSSERVER,,,,,,,,907481020,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Yes,,,,,,,Yes,,,,,,,Jester01,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1382,1906,2562,workstation-windows,"workstation-windows with Asset ID:",OFFICE2,,,,,,,,914062651,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Yes,,,,,,,Yes,,,,,,,Jester01,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1382,1909,2563,workstation-windows,"workstation-windows with Asset ID:",OPERATIONS,,,,,,,,580899572,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,default,,,,,,,Yes,,,,,,,Yes,,,,,,,Jester02,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
