site,user,Title,id,device_class,netbios_name,manufacturer,model,service_tag_serial_number,tpm_chip,lan_ip,admin_url,username,teamviewer_id,ex05_licence,ex05_recovery_key,cgss_subscription,cgss_expiry,net_extender_vpn_url,net_extender_domain,wan_ip,guru_agent,agent_type,guru_remote,guru_security_manager,guru_patch_manager,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,guru_backup_manager,msp_backup_schedule,local_speed_vault,local_speed_vault_unc,days,archiving,file_and_folder,system_state,exchange,asset_status,ms_sql,network_shares,date_purchased,hyper_v,vmware,vdr_select,asset_id,serial_no,serial_number,asset_date_purchased,local_admin_password,os_version,password,ex05_license,tpn_chip,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,vpn_domain,vpn_server,mac_address,teamviewer_password,warranty_expiry_date,purchase_order_no,local_username,local_password,bios_password,screen_saver_password,asset_domain,account_type,encryption_deployed,ex05_pin,boot_sector_lock_password_exo5,local_admin_username,ram,purchase_price,purchase_supplier,username_password_description,physical_cloud,server_host_name,teamvieiwer_password,server_others,description,av_installed
1374,1879,"laptop-windows for 1336 with Asset ID: 306",2520,laptop-windows,NICK-LAPTOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,306,,,,,,,,,,Yes,,,,,88.98.46.138,,,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2521,printer,npi70a12a,,,,,192.168.1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,yes,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2522,printer,RNP00267384DF7F,,,,,192.168.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2523,printer,RNP0026738B084E,,,,,192.168.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2524,printer,RNP002673A23560,,,,,192.168.1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2525,printer,RNP002673AB78ED,,,,,192.168.1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2526,printer,RNP332039,,,,,192.168.1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"workstation-windows for 1336 with Asset ID:",2527,workstation-windows,SSTEMPBACKUP,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2528,server,TDMGSQL1,,,,,192.168.1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"server for 1336 with Asset ID:",2529,server,TDMGTS2,,,,,192.168.1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"access-point for 1336 with Asset ID:",2530,access-point,,Openmesh,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,"SSID = DMSGUEST
 SSID = DMSAGENCY
 SSID = DMSMOBILE","dm5gu35t
 dmsagency4175
 dm54g3ncy",,,,,,,,,,,,,,,,,,
1374,1879,"access-point for 1336 with Asset ID:",2531,access-point,,Openmesh,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"access-point for 1336 with Asset ID:",2532,access-point,,Openmesh,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2533,printer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,[BLANK],,,,,,,,,,,,,,,,,,
1374,1879,"printer for 1336 with Asset ID:",2534,printer,,,,,,192.168.1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,"printer installed on .3",yes,,,,,,,,,,admin,Fiery.1,,,,,,,,,,,,,,,,,,
1374,1879,"firewall for 1336 with Asset ID:",2535,firewall,C0EAE48A3C30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1861,"laptop-windows for 1336 with Asset ID: 272",2536,laptop-windows,DMSWIN10-017,,,5PRC7H2,,,,,140604678,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,272,,,,@Dms01#l,"Windows 10 Pro",,,,,Yes,,,,,88.98.46.138,,@Dms01#t,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1374,1866,"laptop-windows for 1336 with Asset ID: 270",2537,laptop-windows,DMSWIN10-018,,,79N48H2,,,,,140436758,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,270,,,,@Dms01#l,"Windows 10 Pro",,,,,Yes,,,,,88.98.46.139,,@Dms01#t,,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,sslocal,,,,,,,,,,
1374,1879,"workstation-mac for 1336 with Asset ID:",2538,workstation-mac,,,,,,192.168.1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,No,,,,,,,,,,DMprint,,,,,,,,,,,,,,,,,,,
1374,1879,"storage for 1336 with Asset ID:",2539,storage,,Synology,,,,192.168.66.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,Qweb3#c1352$,,,,,,,,,,,,,,,,,,
1364,1886,"workstation-windows for 1338 with Asset ID:",2540,workstation-windows,FBSWIN10-001,,,,,,,,224025516,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Jester01,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,"Alison Wiltshire",F1scal2017,,,Local,"Local Device Account",,,,ss_admin,,,,,,,,,,
1364,1886,"laptop-windows for 1338 with Asset ID:",2541,laptop-windows,ALI-PC,,,,,,,,288885264,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,Ali,19Charlie26,,,Local,"Local Device Account",,,,,,,,,,,,,,
1377,1888,"laptop-windows for 1340 with Asset ID:",2542,laptop-windows,ALYSON-PC,,,,,192.168.1.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,1888,"laptop-windows for 1340 with Asset ID:",2543,laptop-windows,ALYSON-PC1DELL,,,,,192.168.1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,1892,"workstation-windows for 1326 with Asset ID: 417",2544,workstation-windows,KUBEWIN10-002,DELL,"OptiPlex 780",G3SLN4J,,192.168.86.66,,,,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",,,,,,,,,,Live,,,,,,,417,,00326-03507-33363-AAOEM,,Y,"Microsoft Windows 10 Home",,,,,Y,"12:00 DAILY",,,,,,,,,"Kube Medical",Friday2016,,,Local,"Local Device Account",,,,,,,,,,,,,,YES
1379,1891,"workstation-windows for 1326 with Asset ID: 416",2545,workstation-windows,KUBEWIN10-003,DELL,"OptiPlex 9010",DVVBHY1,,192.168.66.40,,,491724061,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",,,,,,,,,,Live,,,,,,,416,,00371-OEM-8992671-00524,,@Jester01,"Microsoft Windows 7 Professional",,,,,Y,"12:00 DAILY",,,,,,@Jester01,,,user,Thursday17,,,,,,,,ssadmin,,,,,,,,,,YES
1379,1893,"printer for 1326 with Asset ID:",2546,printer,,,,,,172.18.147.25,,,,NA|,NA,,,,,,,,,,,,,,,,,,NA,NA,,,,,Live,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
1379,1892,"workstation-windows for 1326 with Asset ID: 418",2547,workstation-windows,KUBEWIN10-004,DELL,"OptiPlex 3020",5Z9RV02,,192.168.66.112,,,863997055,,,,,,,,,,,,,"17:00 DAILY","IMMEDIATE DAILY","18:00 DAILY","19:00 DAILY",,,,,,,,,,Live,,,,,,,418,,00330-80000-00000-AA503,,@Kube01#l,"Microsoft Windows 10 Pro",,,,,Y,"12:00 DAILY",,,,,,@Kube01#t,,,"Kube Medical",Mars4913,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,YES
1393,1894,"workstation-windows for 1356 with Asset ID:",2548,workstation-windows,LBEWIN10-001,,,,,,,,281143718,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Jester01,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,Michael,RoseMarie1993,,,Local,"Local Device Account",,,,ss_admin,,,,,,,,,,
1393,1895,"workstation-windows for 1356 with Asset ID:",2549,workstation-windows,LBEWIN10-005,,,,,,,,805403547,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,@Lbe01#t,,,"Chris Birkett",LBE1234,,,Local,"Local Device Account",,,,,,,,,,,,,,
1362,1901,"laptop-windows for 1344 with Asset ID:",2550,laptop-windows,MYNE-WIN10-001,,,,,192.168.0.188,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Jon,batman67,,,Local,"Local Device Account",,,,,,,,,,,,,,
1362,1900,"workstation-windows for 1344 with Asset ID: 1",2551,workstation-windows,MYNE-WIN10-002,,,,,192.168.66.34,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,1,,,,,"Windows 10 Pro",,,,,yes,,,,,,,,,,Sara,Ebeneezer67,,,Local,"Local Device Account",,,,,,,,,,,,,,
1362,1899,"workstation-windows for 1344 with Asset ID:",2552,workstation-windows,MYNE-WIN10-003,,,,,192.168.66.32,,,,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Shelley,Batman67,,,Local,"Local Device Account",,,,,,,,,,,,,,
1362,1901,"storage for 1344 with Asset ID:",2553,storage,,QNAP,,,,192.168.0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,no,,,,,,,,,,admin,Batman67,,,,,,,,,,,,,,,,,,
1362,1901,"router for 1344 with Asset ID:",2554,router,,,,,,192.168.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,"dont think this circuit is used for anything, legacy VOIP line. has wifi",no,,,,,,,,,,tbc,tbc,,,Local,"Local Device Account",,,,,,,,,,,,,,
1362,1901,"router for 1344 with Asset ID:",2555,router,,,,,,192.168.1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,no,,,,,,,,,,admin,@Jester01#a,,,Local,"Local Device Account",,,,,,,,,,,,,,
1362,1901,"storage for 1344 with Asset ID:",2556,storage,QNAPNAS,QNAP,,,,192.168.1.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,admin,Batman67,,,,,,,,,,,,,,,,,,
1362,1899,"laptop-windows for 1344 with Asset ID:",2557,laptop-windows,MYNEWIN10-004,,,,,,,,822776647,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Myne01#l,"Windows 10 Pro",,,,,,,,,,,,@Myne01#t,,,Jon,Robin92,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1382,1902,"workstation-windows for 1345 with Asset ID:",2558,workstation-windows,ADMIN2-HP,,,,,,,,913573006,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Jester01,,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,
1382,1903,"laptop-windows for 1345 with Asset ID:",2559,laptop-windows,JAMES-HP,,,,,,,,921240017,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Jester01,,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,
1382,1904,"workstation-windows for 1345 with Asset ID:",2560,workstation-windows,CCMANAGER-HP,,,,,,,,915287462,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Jester01,,,,ARBRds22,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,
1382,1902,"server for 1345 with Asset ID:",2561,server,NEXUSSERVER,,,,,,,,907481020,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Jester01,,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,
1382,1906,"workstation-windows for 1345 with Asset ID:",2562,workstation-windows,OFFICE2,,,,,,,,914062651,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Jester01,,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,
1382,1909,"workstation-windows for 1345 with Asset ID:",2563,workstation-windows,OPERATIONS,,,,,,,,580899572,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Jester02,,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,
1382,1907,"workstation-windows for 1345 with Asset ID:",2564,workstation-windows,RECEPTION,,,,,,,,907581497,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Jester01,,,,,,,NEXUSADMIN,"Active Directory on-premise only",,,,,,,,,,,,,,
1382,1902,"firewall for 1345 with Asset ID:",2565,firewall,,,,,N/A,192.168.1.1,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,net1497B4,N/A,,,,N/A,N/A,,,,,,,,,,,,N/A,,NEXUSADMIN,"Active Directory on-premise only",,,,admin,,,,,,,,,,
1383,1914,"laptop-windows for 1346 with Asset ID:",2566,laptop-windows,HP_MEGAN,,,,,192.168.1.87,,,780731952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Jester01,,,megan,Welcome321,,,Local,"Local Device Account",,,,,,,,,,,,,,
1383,1914,"laptop-windows for 1346 with Asset ID:",2567,laptop-windows,LOUS-ELITEBOOK,,,,,,,,835161673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Jester01,,,oomph,Welcome123,,,Local,"Local Device Account",,,,,,,,,,,,,,
1383,1912,"workstation-windows for 1346 with Asset ID:",2568,workstation-windows,OMPWIN10-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,"Bored Room",Boardroom,,,Local,"Local Device Account",,,,,,,,,,,,,,
1383,1912,"workstation-mac for 1346 with Asset ID:",2569,workstation-mac,"Serial No - C02H5095DV16",,,,,,,,497004233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jester01,,,oomph,poseidon,,,Local,"Local Device Account",,,,,,,,,,,,,,
1383,1911,"laptop-windows for 1346 with Asset ID:",2570,laptop-windows,OMPWIN10-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oomph,Taco7365,,,,,,,,,,,,,,,,,,
1383,1912,"workstation-mac for 1346 with Asset ID:",2571,workstation-mac,,,,,,,,,334260334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jester01,,,,,,,,,,,,,,,,,,,,,,
1383,1912,"laptop-windows for 1346 with Asset ID:",2572,laptop-windows,,,,,,,,,920392184,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,Jester01,,,"Catherine Ind",Tuesday16,,,Local,"Local Device Account",,,,,,,,,,,,,,
1383,1912,"firewall for 1346 with Asset ID:",2573,firewall,0017c5c87647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noo,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,1912,"firewall for 1346 with Asset ID:",2574,firewall,C0EAE4189F54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,1912,"access-point for 1346 with Asset ID:",2575,access-point,,Openmesh,,165233316,,172.16.55.64,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,"SSID = OomphAgency_Guest
 SSID = Oomph Agency_Staff
 SSID = SESCO","00mphGuest
 00mphS3cur3
 S3sc02016",,,N/A,N/A,,,,,,,,,,,,,,
1383,1912,"laptop-windows for 1346 with Asset ID:",2576,laptop-windows,ACCOUNTSLAPTOP,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Cmp01#l,"Windows 7 Pro",,,,,Yes,,,,,,,,,,"Oomph Guest",Yutu3953,,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1383,1912,"printer for 1346 with Asset ID:",2577,printer,,HP,HL-2270DW,,,172.16.55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Jester01,,,,,,Yes,,,,,,,,,,,,,,,,,,,Admin,,,,,,,,,,
1384,1918,"server for 1347 with Asset ID:",2578,server,DOMAIN01,FUJITSU,"PRIMERGY TX100 S3",YLEQ013180,,192.168.20.5,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,YLEQ013180,,Jester01RDA,"Microsoft Windows Server 2008 R2 Foundation",,,,,Yes,,,,,,,,,N/A,,,,,rdamedia.local,"Active Directory on-premise only",,,,Administrator,"8.00 GB",N/A,N/A,,,,,,,
1384,1916,"laptop-windows for 1347 with Asset ID:",2579,laptop-windows,RDA002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,
1384,1916,"laptop-windows for 1347 with Asset ID:",2580,laptop-windows,RDA006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,rdamedia.local,"Active Directory on-premise only",,,,,,,,,,,,,,
1384,1918,"firewall for 1347 with Asset ID:",2581,firewall,C0EAE42A41DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,N/a,N/a,,,,,,,,,,,,,,
1384,1916,"laptop-windows for 1347 with Asset ID:",2582,laptop-windows,RDAWIN10-001,Dell,Vostro,9YRY042,,,,,550976342,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Rda01#l,"Windows 10 Pro",,,,,Yes,,,,,185.7.148.217:4433,,@Rda01#t,,,,,,,rdamedia.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,
1384,1916,"laptop-windows for 1347 with Asset ID:",2583,laptop-windows,RDAWIN10-003,HP,ZBook,CND7396VXD,,,,,730252655,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,@Rda01#l,"Windows 10 Pro",,,,,Yes,,,,,185.7.148.217:4433,,@Rda01#t,,,,,,,rdamedia.local,"Active Directory on-premise only",,,,sslocal,,,,,,,,,,
1363,1927,"storage for 1359 with Asset ID:",2584,storage,DISKSTATION,QNAP,,,,192.168.1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,No,,,,,,,,,,admin,@Jester01#a,,,Local,"Local Device Account",,,,,,,,,,,,,,
1363,1927,"workstation-windows for 1359 with Asset ID: 280",2585,workstation-windows,READVISTA-001,,,,,,,,688909457,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,"Not Active",,,,,,,280,,,,Y,Vista,,,,"NMC Compatiable?",Yes,,,,,,,Jester01,,,Readathon,Reading26!,,Yes,Local,"Local Device Account",,,,,,,,,,,,,,
1363,1927,"workstation-windows for 1359 with Asset ID:",2586,workstation-windows,READVISTA-002,,,,,,,,689130741,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Y,Vista,,,,"NMC Compatiable?",Yes,,,,,,,Jester01,,,"Jo.Dury
 Readathon","GothicNovel
 Reading26!",,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,
1363,1921,"laptop-windows for 1359 with Asset ID: 278",2587,laptop-windows,READWIN10-001,,,1LZHH22,,,,,652974117,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,278,,,,Y,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,Lucy.Robinson,LlerA75P#,B00k26!,Yes,Local,"Local Device Account",,,,,,,,,,,,,,
1363,1923,"workstation-windows for 1359 with Asset ID: 279",2588,workstation-windows,READWIN10-002,,,,,192.168.1.11,,,559844673,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,279,,,,@Read01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@READ01#t,,,"Readathon
 Deb","Reading26! Friday2018",,"Yes
 Yes",Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1363,1927,"laptop-windows for 1359 with Asset ID: 288",2589,laptop-windows,READWIN10-013,,,,,,,,658283484,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,288,,,,@Read01#l,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,"Read For Good 
 Marian","Reading26!
 Marianhoppy1!",B00k26!,"Yes
 Yes",Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1363,1922,"laptop-windows for 1359 with Asset ID: 281",2590,laptop-windows,READWIN10-004,,,,,,,,797246203,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,281,,,,Y,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,"Justine.Daniels
 Readathon","H1ghl4nd60!
 Reading26!",B00k26!,"Yes
 Yes",Local,"Local Device Account",,,,,,,,,,,,,,
1363,1925,"laptop-windows for 1359 with Asset ID: 277",2591,laptop-windows,READWIN10-005,,,,,,,,607127687,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,277,,,,Jester01,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,"Jo Dury Readathon","GothicNovel Reading26!",,"Yes
 Yes",Local,"Local Device Account",,,,ssadmin,,,,,,,,,,
1363,1927,"laptop-windows for 1359 with Asset ID: 287",2592,laptop-windows,READWIN10-011,,,,,,,,765951401,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,287,,,,@Read01#l,"Windows 10 Pro",,,,,Yes,,,,,,,,,,"Read For Good",Reading26!,,Yes,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1363,1920,"laptop-windows for 1359 with Asset ID:",2593,laptop-windows,READWIN10-008,,,,,,,,132812674,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,Jester01,"Windows 10 Pro",,,,,Yes,,,,,,,Jester01,,,Heidi.Perry,Thursday2017,B00k26!,,Local,"Local Device Account",,,,ss_admin,,,,,,,,,,
,,"laptop-windows for  with Asset ID:",2594,laptop-windows,READWIN10-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,1927,"printer for 1359 with Asset ID:",2595,printer,,,,,,192.168.1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,"Scans go to folder on Marian PC, Google folder","tbc - Currently NOT",,,,,,,,,,Administrator,admin,,,Local,"Local Device Account",,,,,,,,,,,,,,
1363,1927,"router for 1359 with Asset ID:",2596,router,,,,,,192.168.1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,admin,R34d4th0n,,,Local,"Local Device Account",,,,,,,,,,,,,,
1363,1927,"router for 1359 with Asset ID:",2597,router,,,,,,192.168.1.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,,,,,No,,,,,,,,,,admin,R34d4th0n,,,N/A,N/A,,,,,,,,,,,,,,
1363,1927,"access-point for 1359 with Asset ID:",2598,access-point,,Openmesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Main Office",,,,N/A,N/A,,,,,,,,,,,,,,
1363,1919,"laptop-windows for 1359 with Asset ID: 264",2599,laptop-windows,READWIN10-009,,,,,,,,319277455,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,264,,,,@Read01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Read01#t,,,"Cherry
 ReadForGood","Mars6384
 Reading26!",,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1363,1924,"laptop-windows for 1359 with Asset ID: 265",2600,laptop-windows,READWIN10-010,,,,,,,,320302619,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Live,,,,,,,265,,,,@Read01#l,"Windows 10 Pro",,,,,Yes,,,,,,,@Read01#t,,,"Annie
 ReadForGood","Flump7462
 Reading26!",,,Local,"Local Device Account",,,,sslocal,,,,,,,,,,
1386,1949,"laptop-windows for 1349 with Asset ID:",2601,laptop-windows,LENOVO-PC,,,,NO,,,,190897858,,,,,,,,,Proffessional,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,Y,"Windows 8.1",,,,,Yes,,,,,,,@Jester01#VIP,,,??,Heathrow15,,,,"Active Directory Azure AD Sync",,,,,,,,,,,,,,
