"Post Type",id,Title,Content,client,site,user,user_display,device_class,netbios_name,manufacturer,model,service_tag_serial_number,type,asset_id,asset_status,lan_ip,local_admin_username,local_admin_password,local_username,local_password,teamviewer_id,teamviewer_password,ex05_licence,ex05_recovery_key,vpn_server,vpn_domain,bios_password,patch_setting_1,patch_setting_2,patch_setting_3,patch_setting_4,av_installed,AV_Profile_Desktops,patch_installed,3rd_Party_Patching,patch_profile_desktops,msp_backup_schedule,local_speed_vault_unc,days,cpu,storage,ram,os_version,purchase_order_no,purchase_date,warranty_description,warranty_reference,purchase_price,purchase_supplier,warranty_expiry,warrranty_registration,wan_ip,local_speed_vault,guru_backup_schedule,guru_backup_manager,guru_patch_manager,guru_security_manager,guru_remote,agent_type,guru_agent,net_extender_domain,net_extender_vpn_url,cgss_expiry,cgss_subscription,username,admin_url,tpm_chip,_wp_old_slug,archiving,file_and_folder,system_state,exchange,ms_sql,netork_shares,date_purchased,hyper_v,vmware,vdr_select,serial_no,serial_number,asset_date_purchased,password,ex05_license,notes,nmc_agent,av_quick_scan,backup_scores,os_installation,mac_address,screen_saver_password,asset_domain,account_type,encryption_delopyed,ex05_pin,boot_Sectory_lock_password_exo5,server_type,filewault_recovery_key,nmc_license_type,pro_license,el_3rd_party_patching,av_full_scan,ex05_recovery_pin,patch_profile_desktop,ssh_username,whm_admin,ssh_port,ssh_password,av_profile_laptop,patch_profile_laptop,server_purpose,in_a_cluser,ns1,ns2,ns3,ns4,host_name,backup_source,unique_id,_wp_page_template,in_a_cluster,av_profile_laptops,patch_profile_Laptops,filevault_recovery_key
assets,2473,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,DMS2K8-WEB01,,,,,,Live,192.168.1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-25,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,default,,,,
assets,2474,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN10-001,,,,,,Live,192.168.1.53,,,payroll,D2gfg45GH,298550297,D2gfg45GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-15,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,default,,,,
assets,2475,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN10-002,,,,,,Live,,,,sslocal,@Dms01#l,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-16,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,default,,,,
assets,2476,"workstation-windows for 1336 with Asset ID: 271",,1336,1374,1858,1858,workstation-windows,DMSWIN10-003,,,,,271,Live,,,,,,559854446,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-17,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,118,default,,,,
assets,2477,"workstation-windows for 1336 with Asset ID: 216",,1336,1374,1848,1848,workstation-windows,DMSWIN10-006,,,,,216,Live,,,,,,558907122,,,N/A,88.98.46.138,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-216,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,119,default,,,,
assets,2478,"workstation-windows for 1336 with Asset ID: 218",,1336,1374,1849,1849,workstation-windows,DMSWIN10-007,,,,,218,NoO,,,,,,558225119,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-218,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,120,default,,,,
assets,2479,"workstation-windows for 1336 with Asset ID: 309",,1336,1374,4307,4307,workstation-windows,DMSWIN10-008,Dell,,,,309,Live,,,,,,560045783,,,,88.98.46.138,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-18,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,121,default,,,,
assets,2480,"laptop-windows for 1336 with Asset ID: 206",,1336,1374,1878,1878,laptop-windows,DMSWIN10-012,,,,,206,Live,,ss_admin,Jester01,,,755508909,Jester01,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-206,,,,,,,,,,,,,,,,,No,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,122,default,,,,
assets,2481,"laptop-windows for 1336 with Asset ID: 201",,1336,1374,1851,1851,laptop-windows,DMSWIN10-013,,,,,201,Live,,sslocal,@dms01#l,,,436465759,@dms01#t,,,88.98.46.138,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,Proffessional,,,,,,,,,laptop-windows-with-asset-id-201,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,123,default,,,,
assets,2482,"laptop-windows for 1336 with Asset ID: 214",,1336,1374,1852,1852,laptop-windows,DMSWIN10-014,,,,,214,Live,,sslocal,@dms01#l,,,457452085,@dms01#t,,,88.98.46.138,,,,,,,,,,,,,,,,,,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-8,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,124,default,,,,
assets,2483,"laptop-windows for 1336 with Asset ID: 211",,1336,1374,1853,1853,laptop-windows,DMSWIN10-015,,,,,211,Live,,sslocal,@Jester01#ld,,,559667126,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,laptop-windows-with-asset-id-9,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,125,default,,,,
assets,2484,"laptop-windows for 1336 with Asset ID: 269",,1336,1374,1870,1870,laptop-windows,DMSWIN7-0022,,,,,269,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-10,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,default,,,,
assets,2485,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN7-0024,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-19,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,default,,,,
assets,2486,"workstation-windows for 1336 with Asset ID: 307",,1336,1374,1879,1879,workstation-windows,DMSWIN7-0026,,,,,307,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-20,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,default,,,,
assets,2487,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN7-0027,,,,,,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-21,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,default,,,,
assets,2488,"workstation-windows for 1336 with Asset ID: 305",,1336,1374,1879,1879,workstation-windows,DMSWIN7-0029,,,,,305,Noo,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-22,,,,,,,,,,,,,,,,"Left 08/07/14",no,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,130,default,,,,
assets,2489,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN7-0031,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-23,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,default,,,,
assets,2490,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN7-0033,,,,,,tbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-24,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,default,,,,
assets,2491,"workstation-windows for 1336 with Asset ID: 205",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0010,,,,,205,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-205,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,133,default,,,,
assets,2492,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0012,,,,,,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-25,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,134,default,,,,
assets,2493,"workstation-windows for 1336 with Asset ID: 215",,1336,1374,1849,1849,workstation-windows,DMSWIN8-0013,,,,,215,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-215,,,,,,,,,,,,,,,,No,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,135,default,,,,
assets,2494,"workstation-windows for 1336 with Asset ID: 217",,1336,1374,1851,1851,workstation-windows,DMSWIN8-0014,,,,,217,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-26,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,136,default,,,,
assets,2495,"workstation-windows for 1336 with Asset ID: 222",,1336,1374,1857,1857,workstation-windows,DMSWIN8-0015,,,,,222,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-27,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,137,default,,,,
assets,2496,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0016,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-28,,,,,,,,,,,,,,,,"Started 11/07/16",yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,138,default,,,,
assets,2497,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0042,,,,,,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-29,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,default,,,,
assets,2498,"workstation-windows for 1336 with Asset ID: 204",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0018,,,,,204,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-204,,,,,,,,,,,,,,,,"Need to delete office 365 account, No longer works here",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,default,,,,
assets,2499,"workstation-windows for 1336 with Asset ID: 200",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0019,,,,,200,Live,192.168.1.113,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-200,,,,,,,,,,,,,,,,"left 02/06/16",yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,141,default,,,,
assets,2500,"workstation-windows for 34 with Asset ID:",,34,1247,4641,4641,workstation-windows,WASWIN10-004,HP,"HP Pro",,,,Live,,sslocal,@Was01#l,,,,,,,,,,"10:00 am","11:00 am","12:00 pm","4:00 pm",,,,,,,,,"Intel Pentium CPU G645 @ 2.90GHz","256GB SSD","8GB DDR3","Windows 10 Pro",,,,,,,,,,,,,,,,Pro,,,,,,,,1.2,workstation-windows-with-asset-id-207,,,,,,,,,,,,,,,,,Yes,,,,,,ss.local,"Local Active Directory",,,,,,,,,,,,,,,,,,,,,,,,,,142,default,,,,
assets,2501,"workstation-windows for 1336 with Asset ID: 219",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0020,,,,,219,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-219,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,143,default,,,,
assets,2502,"workstation-windows for 1336 with Asset ID: 202",,1336,1374,1858,1858,workstation-windows,DMSWIN8-0021,,,,,202,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-202,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,144,default,,,,
assets,2503,"workstation-windows for 1336 with Asset ID: 197",,1336,1374,1859,1859,workstation-windows,DMSWIN8-0023,,,,,197,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-197,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,145,default,,,,
assets,2504,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0025,,,,,,Noo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-30,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,default,,,,
assets,2505,"workstation-windows for 1336 with Asset ID: 220",,1336,1374,1860,1860,workstation-windows,DMSWIN8-0026,,,,,220,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-31,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,default,,,,
assets,2506,"workstation-windows for 1336 with Asset ID: 203",,1336,1374,1861,1861,workstation-windows,DMSWIN8-0027,,,,,203,Live,,,,,,357925829,@Jester01#t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-203,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,148,default,,,,
assets,2507,"workstation-windows for 1336 with Asset ID: 208",,1336,1374,1863,1863,workstation-windows,DMSWIN8-003,,,,,208,Live,,_,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-208,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,149,default,,,,
assets,2508,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0035,,,,,,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-32,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,150,default,,,,
assets,2509,"workstation-windows for 1336 with Asset ID: 198",,1336,1374,1864,1864,workstation-windows,DMSWIN8-004,,,,,198,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-198,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,151,default,,,,
assets,2510,"workstation-windows for 1336 with Asset ID: 209",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0040,,,,,209,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-209,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,152,default,,,,
assets,2511,"workstation-windows for 1336 with Asset ID: 213",,1336,1374,1879,1879,workstation-windows,DMSWIN8-0041,,,,,213,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-33,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,153,default,,,,
assets,2512,"workstation-windows for 1336 with Asset ID: 268",,1336,1374,1854,1854,workstation-windows,DMSWIN8-0017,,,,,268,Live,,,,,,282874378,@Jester01#t,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-34,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,154,default,,,,
assets,2513,"workstation-windows for 1336 with Asset ID: 237",,1336,1374,1870,1870,workstation-windows,DMSWIN8-0043,,,,,237,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-35,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,155,default,,,,
assets,2514,"workstation-windows for 1336 with Asset ID: 212",,1336,1374,4627,4627,workstation-windows,DMSWIN8-006,,,,,212,Live,,sslocal,@Dms01#l,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pro,,,,,,,,,workstation-windows-with-asset-id-36,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,156,default,,,,
assets,2515,"workstation-windows for 1336 with Asset ID: 221",,1336,1374,1879,1879,workstation-windows,DMSWIN8-007,,,,,221,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,workstation-windows-with-asset-id-37,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,157,default,,,,
assets,2516,"workstation-windows for 1336 with Asset ID: 210",,1336,1374,1866,1866,workstation-windows,DMSWIN8-008,,,,,210,Live,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-210,,,,,,,,,,,,,,,,,yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,158,default,,,,
assets,2517,"workstation-windows for 1336 with Asset ID: 238",,1336,1374,1879,1879,workstation-windows,DMSWIN8-045,,,,,238,Noo,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essentials,,,,,,,,,workstation-windows-with-asset-id-238,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,default,,,,
assets,2518,"workstation-windows for 1336 with Asset ID: 239",,1336,1374,1867,1867,workstation-windows,DMSWIN8-009B,,,,,239,Live,,sslocal,@Dms01#l,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-239,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,160,default,,,,
assets,2519,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,IRA5240-B1,,,,,,Noo,192.168.1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-3,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,default,,,,
assets,2520,"laptop-windows for 1336 with Asset ID: 306",,1336,1374,1879,1879,laptop-windows,NICK-LAPTOP,,,,,306,Noo,,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laptop-windows-with-asset-id-11,,,,,,,,,,,,,,,,,Yes,,,,,,INTERNAL,"Active Directory Azure AD Sync",,,,,,,,,,,,,,,,,,,,,,,,,,162,default,,,,
assets,2521,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,npi70a12a,,,,,,Noo,192.168.1.96,,,,,,,,,88.98.46.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-4,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,default,,,,
assets,2522,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,RNP00267384DF7F,,,,,,Noo,192.168.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-5,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,default,,,,
assets,2523,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,RNP0026738B084E,,,,,,Noo,192.168.1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-6,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,default,,,,
assets,2524,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,RNP002673A23560,,,,,,Noo,192.168.1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-7,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,default,,,,
assets,2525,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,RNP002673AB78ED,,,,,,Live,192.168.1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-8,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,default,,,,
assets,2526,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,RNP332039,,,,,,Noo,192.168.1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-9,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,default,,,,
assets,2527,"workstation-windows for 1336 with Asset ID:",,1336,1374,1879,1879,workstation-windows,SSTEMPBACKUP,,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proffessional,,,,,,,,,workstation-windows-with-asset-id-38,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,default,,,,
assets,2528,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,TDMGSQL1,,,,,,Live,192.168.1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-26,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,default,,,,
assets,2529,"server for 1336 with Asset ID:",,1336,1374,1879,1879,server,TDMGTS2,,,,,,Live,192.168.1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,server-with-asset-id-27,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,default,,,,
assets,2530,"access-point for 1336 with Asset ID:",,1336,1374,1879,1879,access-point,,Openmesh,,,,,Live,,,,"SSID = DMSGUEST
 SSID = DMSAGENCY
 SSID = DMSMOBILE","dm5gu35t
 dmsagency4175
 dm54g3ncy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-7,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,default,,,,
assets,2531,"access-point for 1336 with Asset ID:",,1336,1374,1879,1879,access-point,,Openmesh,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-8,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,default,,,,
assets,2532,"access-point for 1336 with Asset ID:",,1336,1374,1879,1879,access-point,,Openmesh,,,,,Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,access-point-with-asset-id-9,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,default,,,,
assets,2533,"printer for 1336 with Asset ID:",,1336,1374,1879,1879,printer,,,,,,,,,,,admin,[BLANK],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,printer-with-asset-id-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,default,,,,
